Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,Emp_EnvironmentSatisfaction,Emp_JobSatisfaction,Emp_WorkLifeBalance,Mgr_JobInvolvement,Mgr_PerformanceRating,Time_in_min,Time_in_max,Time_in_mean,Time_out_min,Time_out_max,Time_out_mean
30,No,Non-Travel,Research & Development,8,3,Life Sciences,2265,Male,1,Manufacturing Director,Divorced,21430,1.0,17,1,1.0,2,1,0,0,3.0,3.0,2.0,3,3,09:10:49,10:47:25,09:57:32,14:50:32,17:15:50,16:07:54
57,No,Travel_Rarely,Sales,2,1,Life Sciences,2266,Male,3,Research Scientist,Married,61620,0.0,14,0,13.0,5,12,2,8,2.0,3.0,2.0,2,3,09:13:43,10:48:37,10:01:54,16:22:59,18:48:49,17:38:09
49,No,Travel_Rarely,Research & Development,7,3,Technical Degree,2267,Female,2,Sales Executive,Divorced,50940,3.0,15,0,29.0,5,8,0,7,3.0,2.0,3.0,3,3,09:16:49,10:46:11,10:00:54,16:02:18,18:16:36,16:55:20
34,No,Travel_Frequently,Research & Development,2,4,Medical,2268,Female,2,Sales Representative,Divorced,68770,7.0,20,0,16.0,3,14,6,9,2.0,1.0,2.0,3,4,09:16:06,10:43:01,10:01:56,15:08:55,17:52:17,16:19:32
28,Yes,Travel_Frequently,Research & Development,2,3,Medical,2269,Male,1,Research Scientist,Married,22740,3.0,20,1,5.0,5,3,1,2,1.0,3.0,4.0,3,4,09:14:56,10:51:48,10:00:27,15:25:30,17:39:10,16:30:02
29,Yes,Travel_Frequently,Research & Development,28,3,Medical,2270,Female,5,Research Scientist,Single,44340,5.0,17,3,7.0,1,5,0,0,1.0,2.0,1.0,3,3,09:11:02,11:01:03,09:59:32,16:27:51,18:48:13,17:48:05
34,Yes,Travel_Rarely,Research & Development,7,1,Medical,2271,Male,1,Research Scientist,Single,62880,0.0,15,1,16.0,2,15,10,10,1.0,2.0,4.0,3,3,09:05:28,10:41:59,09:58:49,17:23:32,19:37:55,18:30:27
35,No,Travel_Rarely,Sales,7,4,Other,2272,Female,4,Healthcare Representative,Married,25530,1.0,14,1,1.0,4,1,0,0,4.0,3.0,3.0,2,3,08:48:11,10:42:17,09:57:42,14:48:01,17:31:01,16:34:36
24,Yes,Travel_Frequently,Sales,3,3,Life Sciences,2273,Male,2,Research Scientist,Single,76540,2.0,17,1,4.0,3,0,0,0,2.0,1.0,2.0,2,3,08:57:38,10:50:45,09:59:38,17:33:41,19:55:11,18:30:06
24,No,Non-Travel,Research & Development,10,3,Life Sciences,2274,Female,2,Manager,Married,51600,1.0,17,1,1.0,3,1,0,0,4.0,2.0,3.0,1,3,09:18:25,10:49:18,09:58:35,16:28:40,18:43:01,17:22:57
44,No,Travel_Frequently,Research & Development,5,2,Medical,2275,Female,2,Research Scientist,Single,171590,5.0,22,1,16.0,1,2,2,2,2.0,3.0,2.0,2,4,09:11:08,11:02:36,10:00:37,19:22:36,21:27:05,20:18:24
29,No,Travel_Rarely,Sales,10,2,Life Sciences,2276,Female,1,Sales Executive,Divorced,128080,1.0,13,0,10.0,6,10,0,4,3.0,3.0,3.0,3,3,09:16:09,10:42:08,09:58:57,15:54:09,18:14:21,16:57:46
30,No,Travel_Rarely,Research & Development,1,2,Life Sciences,2277,Male,3,Sales Executive,Divorced,102210,0.0,19,1,6.0,2,5,1,3,3.0,3.0,4.0,3,3,09:12:25,10:46:18,10:02:47,14:50:51,17:24:26,16:08:52
55,No,Travel_Rarely,Sales,20,3,Marketing,2278,Male,2,Research Scientist,Married,47790,0.0,14,1,4.0,6,3,1,2,4.0,3.0,3.0,3,3,09:15:17,10:41:44,10:00:07,19:28:58,21:39:04,20:42:10
33,No,Travel_Rarely,Research & Development,7,2,Life Sciences,2279,Male,2,Research Scientist,Married,37370,8.0,22,2,8.0,2,5,0,2,1.0,2.0,3.0,3,4,09:08:33,10:58:43,09:59:14,16:37:51,19:20:33,17:53:05
47,No,Travel_Rarely,Research & Development,8,4,Medical,2280,Female,2,Sales Representative,Married,23660,3.0,17,0,11.0,5,5,1,2,3.0,3.0,2.0,2,3,09:00:56,10:38:46,10:00:57,19:36:17,21:51:34,20:54:00
28,Yes,Travel_Frequently,Sales,1,3,Marketing,2281,Male,2,Laboratory Technician,Single,17060,7.0,12,0,8.0,3,0,0,0,3.0,1.0,2.0,3,3,09:09:26,10:46:46,09:58:37,16:20:43,18:57:20,17:33:49
28,No,Travel_Rarely,Sales,8,4,Marketing,2282,Male,1,Laboratory Technician,Divorced,163070,1.0,16,0,1.0,3,1,0,0,1.0,3.0,1.0,2,3,09:11:59,10:47:21,10:01:07,14:55:16,17:20:03,16:07:41
28,No,Travel_Frequently,Research & Development,9,3,Life Sciences,2283,Female,2,Sales Executive,Single,59330,0.0,11,0,5.0,3,4,1,3,3.0,1.0,3.0,3,3,09:06:05,10:41:58,10:00:17,15:52:50,18:04:47,17:02:26
49,No,Travel_Rarely,Research & Development,5,4,Life Sciences,2284,Female,1,Research Scientist,Married,34240,4.0,11,0,10.0,3,3,1,2,3.0,1.0,3.0,3,3,09:10:02,10:39:13,10:01:03,15:15:29,17:31:17,16:25:30
29,No,Travel_Frequently,Research & Development,8,1,Medical,2285,Male,1,Research Scientist,Married,40370,0.0,14,0,4.0,2,3,0,2,4.0,2.0,3.0,1,3,09:17:56,10:45:50,10:00:49,15:55:57,18:17:59,17:07:50
28,No,Travel_Rarely,Research & Development,5,1,Technical Degree,2286,Male,2,Laboratory Technician,Married,25590,1.0,11,0,8.0,3,8,1,7,3.0,2.0,2.0,2,3,09:30:18,10:57:36,09:59:55,14:58:50,17:03:12,15:59:07
33,No,Travel_Rarely,Research & Development,15,4,Life Sciences,2287,Female,1,Sales Executive,Single,62010,2.0,15,3,14.0,2,0,0,0,4.0,3.0,3.0,2,3,09:18:53,10:40:32,10:00:24,17:20:17,19:53:29,18:29:57
32,No,Travel_Rarely,Research & Development,7,3,Life Sciences,2288,Female,3,Laboratory Technician,Single,44030,2.0,20,0,10.0,3,5,0,0,3.0,4.0,4.0,2,4,09:14:14,10:46:33,10:02:02,16:20:17,18:29:26,17:28:12
54,No,Travel_Frequently,Sales,10,3,Life Sciences,2289,Female,4,Research Scientist,Divorced,37610,3.0,12,0,26.0,3,14,1,12,2.0,4.0,3.0,2,3,09:04:39,11:00:33,10:00:12,15:56:18,18:12:02,16:58:34
29,Yes,Travel_Rarely,Research & Development,5,3,Life Sciences,2290,Female,2,Research Scientist,Single,109340,6.0,17,2,11.0,2,9,0,7,1.0,1.0,1.0,3,3,09:19:06,10:40:55,09:59:00,15:27:49,17:33:04,16:32:03
44,No,Travel_Rarely,Sales,26,1,Marketing,2291,Male,1,Sales Representative,Married,107610,3.0,11,1,24.0,5,20,14,17,4.0,1.0,4.0,2,3,09:02:36,10:34:25,09:59:44,16:20:42,19:04:03,17:53:31
39,No,Travel_Rarely,Sales,6,1,Technical Degree,2292,Female,2,Laboratory Technician,Single,51750,4.0,17,1,9.0,2,2,2,2,2.0,2.0,3.0,4,3,09:19:56,10:54:01,09:59:23,16:01:19,18:03:53,17:07:05
46,No,Travel_Rarely,Research & Development,4,2,Life Sciences,2293,Male,3,Manufacturing Director,Married,138260,8.0,11,0,23.0,1,13,5,1,3.0,2.0,4.0,2,3,09:04:07,11:04:24,10:01:30,15:58:05,18:26:00,17:03:02
35,No,Travel_Rarely,Research & Development,23,4,Life Sciences,2294,Male,2,Research Scientist,Single,63340,1.0,14,0,11.0,2,11,3,3,4.0,2.0,1.0,4,3,09:19:44,10:49:55,10:00:33,15:07:15,17:30:11,16:13:13
23,No,Travel_Rarely,Research & Development,2,4,Medical,2295,Female,2,Manager,Single,49360,0.0,19,1,5.0,2,4,1,2,1.0,3.0,3.0,2,3,09:12:32,10:48:12,10:00:48,15:49:39,18:55:34,17:41:36
40,Yes,Travel_Rarely,Research & Development,2,3,Medical,2296,Male,2,Research Director,Single,47750,3.0,15,1,15.0,3,5,1,0,4.0,1.0,1.0,4,3,09:11:45,10:53:34,09:59:27,16:17:50,18:44:33,17:34:55
34,No,Travel_Rarely,Human Resources,2,3,Human Resources,2297,Male,2,Manufacturing Director,Married,28180,1.0,13,1,10.0,2,10,8,6,4.0,3.0,3.0,3,3,09:09:30,11:00:16,09:58:36,19:24:48,21:23:38,20:16:01
31,Yes,Travel_Frequently,Research & Development,29,3,Life Sciences,2298,Female,2,Healthcare Representative,Single,25150,1.0,14,0,7.0,3,7,7,7,4.0,3.0,1.0,2,3,09:15:58,10:35:57,09:58:42,15:25:43,17:21:37,16:20:40
50,No,Travel_Frequently,Research & Development,6,3,Medical,2299,Male,1,Manager,Single,23420,1.0,12,1,32.0,2,32,13,9,3.0,4.0,3.0,2,3,09:15:01,10:53:55,09:59:10,18:50:17,21:03:28,19:58:35
34,No,Travel_Rarely,Sales,25,5,Marketing,2300,Female,1,Research Scientist,Married,41940,0.0,17,2,12.0,3,11,5,7,2.0,3.0,3.0,3,3,09:17:28,10:41:51,09:58:55,19:18:35,21:23:07,20:28:53
42,No,Travel_Rarely,Research & Development,1,3,Life Sciences,2301,Female,1,Manufacturing Director,Married,106850,4.0,11,3,4.0,2,1,0,0,3.0,2.0,3.0,3,3,09:20:51,10:39:46,10:00:56,15:30:01,17:46:23,16:35:16
37,No,Travel_Rarely,Research & Development,2,2,Medical,2302,Male,1,Research Scientist,Married,20220,1.0,12,0,10.0,1,10,3,7,1.0,4.0,3.0,3,3,09:20:47,10:52:43,10:01:37,17:10:34,19:09:53,18:03:58
29,No,Travel_Rarely,Research & Development,1,3,Medical,2303,Female,1,Manager,Married,23140,3.0,13,0,9.0,5,7,0,7,3.0,1.0,3.0,4,3,09:16:22,10:43:06,09:58:08,15:00:35,17:16:13,16:08:31
33,No,Travel_Rarely,Research & Development,1,1,Life Sciences,2304,Male,1,Research Scientist,Single,42560,1.0,13,3,5.0,1,5,0,2,4.0,2.0,3.0,3,3,09:00:28,10:45:35,09:58:04,15:57:15,18:19:54,17:10:14
45,No,Travel_Rarely,Sales,3,3,Life Sciences,2305,Male,3,Laboratory Technician,Married,35800,4.0,20,1,8.0,1,5,0,3,4.0,4.0,3.0,2,4,09:17:48,10:46:58,09:59:26,14:56:55,17:08:25,15:58:17
42,No,Travel_Frequently,Human Resources,1,4,Technical Degree,2306,Male,2,Manufacturing Director,Married,31620,2.0,17,2,24.0,1,20,13,9,4.0,4.0,1.0,3,3,08:52:42,10:38:10,09:58:17,16:36:37,19:03:09,18:04:41
40,No,Travel_Rarely,Sales,10,1,Life Sciences,2307,Female,1,Manufacturing Director,Married,65240,0.0,13,1,9.0,2,8,7,1,1.0,1.0,4.0,4,3,09:12:25,10:36:41,09:58:56,15:24:39,17:28:59,16:16:39
33,No,Travel_Rarely,Research & Development,9,3,Medical,2308,Female,2,Manufacturing Director,Married,28990,1.0,17,0,15.0,3,15,5,7,2.0,3.0,3.0,2,3,09:11:59,11:01:10,10:00:12,19:29:52,21:49:21,20:37:35
40,No,Travel_Rarely,Sales,5,5,Life Sciences,2309,Male,1,Manufacturing Director,Single,52310,1.0,12,2,21.0,4,21,7,7,3.0,4.0,3.0,3,3,09:25:45,10:54:32,10:00:04,17:08:55,19:43:37,18:23:15
24,No,Travel_Rarely,Sales,10,2,Marketing,2310,Male,1,Manufacturing Director,Divorced,23560,0.0,13,0,2.0,5,1,0,0,3.0,1.0,3.0,3,3,09:20:36,10:51:59,10:00:43,15:08:14,17:44:40,16:07:28
40,No,Non-Travel,Research & Development,7,3,Medical,2311,Male,1,Research Scientist,Divorced,28000,3.0,12,2,8.0,0,2,2,2,4.0,4.0,,2,3,09:17:09,10:43:52,09:59:16,17:18:45,19:27:06,18:23:06
45,No,Travel_Rarely,Research & Development,4,3,Medical,2312,Female,3,Laboratory Technician,Divorced,118360,1.0,22,0,10.0,2,10,7,7,1.0,2.0,3.0,4,4,09:07:43,10:48:07,10:00:07,15:14:55,18:13:15,16:33:57
35,No,Travel_Rarely,Research & Development,10,1,Life Sciences,2313,Male,1,Healthcare Representative,Married,109030,0.0,11,0,6.0,3,5,4,2,2.0,3.0,3.0,4,3,09:17:24,10:47:52,10:00:07,16:40:39,19:04:09,17:48:20
32,No,Travel_Rarely,Research & Development,22,4,Medical,2314,Male,1,Sales Executive,Married,29730,3.0,22,0,12.0,0,7,2,5,4.0,2.0,3.0,4,4,09:18:05,10:44:11,10:01:26,16:08:43,18:27:32,17:18:38
36,No,Travel_Rarely,Sales,9,3,Marketing,2315,Female,4,Research Scientist,Single,142750,3.0,18,1,7.0,5,3,1,2,3.0,4.0,2.0,2,3,09:02:14,10:40:15,09:58:49,18:02:10,20:06:06,19:04:39
48,No,Travel_Rarely,Research & Development,12,4,Medical,2316,Male,1,Laboratory Technician,Divorced,55620,8.0,13,1,18.0,2,8,7,7,3.0,3.0,3.0,3,3,09:13:09,11:09:55,10:00:30,16:55:05,19:14:18,17:52:54
29,No,Travel_Rarely,Research & Development,23,4,Life Sciences,2317,Female,2,Healthcare Representative,Married,45370,6.0,18,1,5.0,5,1,0,0,3.0,3.0,2.0,4,3,09:13:05,10:40:18,10:00:32,16:31:46,18:48:07,17:48:03
33,No,Travel_Rarely,Research & Development,9,1,Medical,2318,Male,1,Healthcare Representative,Married,76420,2.0,20,1,8.0,2,2,2,2,1.0,1.0,1.0,2,4,09:09:03,10:43:01,09:59:08,15:54:10,17:59:36,17:04:57
30,Yes,Travel_Rarely,Research & Development,1,3,Other,2319,Male,3,Sales Executive,Married,179240,1.0,13,2,10.0,2,10,6,7,2.0,1.0,3.0,3,3,09:21:57,10:45:55,10:00:15,16:18:13,18:32:43,17:24:01
38,No,Travel_Frequently,Sales,9,3,Marketing,2320,Male,1,Manufacturing Director,Married,52040,3.0,13,1,10.0,2,6,1,2,3.0,3.0,3.0,3,3,09:17:50,10:46:45,09:58:43,15:37:18,18:11:04,16:52:35
35,No,Travel_Rarely,Sales,7,2,Life Sciences,2321,Male,1,Sales Executive,Single,22770,1.0,12,1,3.0,2,3,1,2,4.0,1.0,3.0,3,3,09:12:48,10:46:48,09:58:41,15:43:36,17:49:37,16:46:00
30,No,Travel_Rarely,Research & Development,14,3,Technical Degree,2322,Male,5,Research Director,Married,27950,3.0,13,0,9.0,4,4,1,3,3.0,2.0,3.0,3,3,09:12:41,10:41:44,10:01:28,15:36:03,17:41:29,16:32:19
35,Yes,Travel_Rarely,Research & Development,2,3,Medical,2323,Female,1,Research Scientist,Divorced,25320,1.0,13,0,1.0,2,1,0,0,1.0,1.0,3.0,1,3,09:15:42,10:41:28,09:58:16,18:37:14,20:52:53,19:39:10
53,Yes,Travel_Rarely,Research & Development,19,3,Life Sciences,2324,Male,2,Manager,Married,25590,0.0,25,0,34.0,2,33,1,9,3.0,4.0,3.0,3,4,09:12:13,10:59:28,09:59:28,15:31:20,17:40:02,16:28:58
38,Yes,Travel_Rarely,Research & Development,2,3,Medical,2325,Female,3,Sales Executive,Married,49080,4.0,19,1,7.0,3,5,1,4,3.0,2.0,3.0,2,3,09:10:13,10:37:55,09:58:18,16:25:19,19:01:23,17:35:06
32,No,Non-Travel,Research & Development,10,4,Life Sciences,2326,Female,5,Research Scientist,Married,23800,4.0,13,0,9.0,5,6,1,2,4.0,1.0,2.0,3,3,09:08:40,10:42:34,09:57:59,16:07:13,18:42:52,17:21:07
48,No,Travel_Rarely,Research & Development,2,5,Life Sciences,2327,Male,1,Sales Executive,Married,47650,8.0,12,1,10.0,4,8,7,6,3.0,1.0,2.0,3,3,09:07:42,10:47:03,09:59:39,15:57:58,18:21:07,17:05:15
34,No,Travel_Rarely,Research & Development,3,3,Life Sciences,2328,Male,2,Sales Executive,Single,20440,1.0,11,0,1.0,2,1,0,0,1.0,4.0,1.0,3,3,09:21:23,10:51:37,10:00:49,16:24:04,18:31:19,17:25:57
55,No,Travel_Rarely,Research & Development,11,1,Medical,2329,Female,1,Laboratory Technician,Married,26930,1.0,18,0,36.0,6,36,2,13,3.0,4.0,3.0,2,3,09:25:37,10:44:36,10:00:52,15:16:53,17:32:31,16:25:25
34,No,Travel_Rarely,Research & Development,2,2,Life Sciences,2330,Male,2,Research Scientist,Married,65860,9.0,18,1,9.0,3,2,2,1,2.0,4.0,2.0,3,3,09:12:07,10:55:58,10:00:00,14:49:57,17:24:52,16:06:46
26,No,Travel_Rarely,Research & Development,4,3,Life Sciences,2331,Male,1,Research Director,Married,32940,1.0,11,0,1.0,6,1,0,0,1.0,4.0,3.0,3,3,09:10:12,10:39:25,09:59:56,16:15:20,18:34:53,17:18:30
38,No,Travel_Rarely,Sales,14,2,Marketing,2332,Female,1,Sales Executive,Married,41710,0.0,23,0,10.0,4,9,7,7,3.0,2.0,3.0,4,4,09:16:49,10:46:37,10:01:09,15:49:45,18:21:29,16:59:10
38,No,Travel_Rarely,Research & Development,2,3,Life Sciences,2333,Female,1,Manufacturing Director,Single,27780,2.0,13,0,8.0,5,3,1,2,2.0,2.0,4.0,2,3,09:22:28,10:42:02,10:00:54,16:16:59,18:12:50,17:13:30
36,No,Travel_Rarely,Human Resources,1,3,Human Resources,2334,Male,1,Research Scientist,Single,23770,6.0,13,2,15.0,3,1,0,0,2.0,3.0,3.0,3,3,09:13:57,11:03:03,09:59:08,16:09:06,18:29:58,17:22:17
29,No,Travel_Rarely,Research & Development,10,3,Life Sciences,2335,Male,1,Sales Representative,Single,24040,1.0,17,0,10.0,3,10,1,5,2.0,1.0,3.0,2,3,09:13:09,10:50:10,10:00:13,16:49:20,19:02:55,18:04:11
35,No,Travel_Rarely,Sales,12,2,Life Sciences,2336,Female,2,Sales Executive,Single,23180,3.0,19,0,10.0,4,5,0,4,1.0,3.0,3.0,4,3,09:13:40,10:42:38,10:00:06,18:03:47,20:22:24,19:18:54
39,No,Travel_Rarely,Sales,2,2,Medical,2337,Female,1,Sales Executive,Married,20080,2.0,12,0,11.0,3,7,7,6,4.0,3.0,3.0,3,3,09:16:13,10:43:16,09:57:02,16:14:01,18:46:39,17:45:01
29,No,Travel_Frequently,Research & Development,5,1,Medical,2338,Female,1,Research Scientist,Divorced,62440,1.0,22,0,6.0,3,6,1,3,1.0,4.0,4.0,3,4,09:03:59,10:45:22,10:00:41,15:13:27,17:53:42,16:49:22
50,No,Travel_Rarely,Research & Development,4,2,Medical,2339,Female,1,Laboratory Technician,Married,27990,4.0,12,1,27.0,0,1,0,0,3.0,3.0,3.0,1,3,09:17:04,10:37:00,09:59:25,18:15:10,20:24:16,19:22:39
23,No,Travel_Rarely,Research & Development,7,2,Life Sciences,2340,Female,3,Manager,Married,105520,2.0,11,0,4.0,2,2,2,2,4.0,3.0,3.0,3,3,09:10:52,10:47:55,09:58:35,15:44:29,17:48:49,16:41:29
36,No,Travel_Frequently,Sales,21,3,Life Sciences,2341,Male,2,Human Resources,Married,23290,3.0,15,0,9.0,2,3,0,2,1.0,1.0,3.0,3,3,09:14:29,10:41:10,09:58:50,18:08:44,20:08:05,19:10:48
42,No,Travel_Rarely,Research & Development,8,2,Life Sciences,2342,Female,5,Manager,Single,40140,8.0,13,1,24.0,3,1,0,1,4.0,4.0,3.0,3,3,08:48:10,10:40:29,10:00:38,14:50:22,17:18:45,16:00:24
35,No,Travel_Rarely,Sales,4,3,Medical,2343,Female,2,Laboratory Technician,Married,74030,1.0,12,1,10.0,4,10,6,8,2.0,3.0,2.0,3,3,09:20:58,10:34:29,09:59:33,15:11:55,17:36:54,16:24:46
34,No,Travel_Frequently,Research & Development,25,1,Life Sciences,2344,Female,1,Manager,Married,22590,1.0,14,0,8.0,2,8,7,7,4.0,3.0,2.0,3,3,09:19:52,10:52:50,10:00:29,14:56:58,17:20:32,16:01:53
40,No,Travel_Rarely,Research & Development,1,4,Life Sciences,2345,Male,2,Laboratory Technician,Married,69320,1.0,13,0,5.0,5,5,1,2,4.0,1.0,3.0,3,3,09:11:38,10:59:53,09:57:13,15:21:45,17:35:36,16:27:45
43,No,Travel_Rarely,Research & Development,1,1,Other,2346,Male,1,Manager,Divorced,46780,5.0,25,1,8.0,0,6,0,2,4.0,2.0,3.0,4,4,08:59:25,10:45:08,10:00:13,15:58:55,18:09:40,16:59:59
35,No,Travel_Rarely,Sales,6,3,Marketing,2347,Female,3,Sales Representative,Married,135820,1.0,17,1,1.0,3,1,0,1,3.0,4.0,2.0,2,3,09:17:14,10:50:36,10:00:52,16:09:40,18:23:59,17:22:10
46,No,Travel_Rarely,Research & Development,12,4,Technical Degree,2348,Male,1,Laboratory Technician,Single,23320,1.0,11,0,27.0,2,26,0,12,4.0,1.0,1.0,3,3,09:10:49,10:45:31,09:59:55,15:20:39,17:33:04,16:35:56
28,Yes,Travel_Rarely,Human Resources,1,3,Medical,2349,Female,2,Laboratory Technician,Married,24130,1.0,16,1,1.0,2,1,0,0,3.0,2.0,3.0,3,3,09:16:40,10:52:44,09:59:03,17:03:16,19:18:59,18:22:55
22,No,Non-Travel,Sales,17,2,Marketing,2350,Male,3,Sales Executive,Married,97050,1.0,18,2,4.0,3,4,1,3,2.0,3.0,2.0,2,3,09:16:35,11:00:06,09:59:57,17:30:59,20:22:00,18:52:29
50,No,Travel_Frequently,Research & Development,3,3,Other,2351,Male,2,Research Scientist,Married,42940,2.0,20,0,32.0,2,30,12,13,2.0,3.0,3.0,2,4,09:17:53,10:49:31,10:01:34,18:07:07,20:44:36,19:25:20
32,No,Travel_Rarely,Research & Development,3,2,Life Sciences,2352,Male,3,Research Scientist,Married,47210,3.0,14,1,6.0,3,3,0,2,2.0,4.0,3.0,3,3,09:14:14,10:44:24,10:00:21,15:18:05,17:18:27,16:17:44
44,No,Travel_Rarely,Research & Development,10,3,Technical Degree,2353,Male,3,Manager,Divorced,25190,0.0,21,2,23.0,2,22,1,10,2.0,4.0,2.0,3,4,09:14:59,10:42:55,09:59:32,17:47:40,20:01:49,18:46:21
30,No,Travel_Rarely,Research & Development,4,3,Medical,2354,Female,1,Research Director,Married,21210,1.0,13,1,6.0,2,6,1,1,2.0,2.0,2.0,3,3,09:15:04,10:55:52,09:59:01,15:40:54,17:35:09,16:35:46
45,No,Travel_Rarely,Sales,29,2,Technical Degree,2355,Female,2,Research Scientist,Single,29730,1.0,12,0,10.0,2,10,1,4,3.0,1.0,3.0,3,3,09:07:09,10:49:22,10:00:56,17:39:44,19:54:44,18:55:24
45,No,Non-Travel,Sales,2,4,Life Sciences,2356,Male,2,Manufacturing Director,Married,58550,1.0,14,1,10.0,3,10,4,5,1.0,1.0,3.0,2,3,09:13:33,10:43:35,10:00:35,16:44:08,19:05:52,17:53:29
31,No,Travel_Frequently,Research & Development,7,3,Medical,2357,Male,2,Research Scientist,Single,36170,7.0,21,1,10.0,5,5,0,3,4.0,1.0,3.0,3,4,09:15:33,10:52:32,10:01:03,16:09:36,18:08:07,17:14:06
36,No,Travel_Rarely,Research & Development,18,1,Medical,2358,Male,2,Manufacturing Director,Married,67250,9.0,17,1,7.0,3,3,1,1,3.0,3.0,3.0,3,3,09:17:16,10:47:53,10:01:09,19:42:59,22:06:16,20:55:58
34,No,Travel_Frequently,Sales,28,4,Marketing,2359,Male,5,Manufacturing Director,Divorced,103250,1.0,11,1,9.0,3,9,7,2,3.0,4.0,3.0,2,3,09:08:13,10:46:32,09:58:46,15:03:33,17:29:53,16:02:47
49,No,Travel_Rarely,Research & Development,1,4,Life Sciences,2360,Male,3,Healthcare Representative,Married,69490,1.0,14,1,10.0,2,9,1,4,3.0,1.0,2.0,3,3,09:18:04,10:44:32,10:00:07,16:23:00,18:34:56,17:16:16
39,No,Travel_Rarely,Research & Development,6,2,Life Sciences,2361,Male,3,Research Scientist,Married,106090,2.0,17,1,10.0,2,7,7,7,2.0,1.0,3.0,3,3,09:08:07,10:49:20,09:59:37,15:14:10,17:33:22,16:33:54
27,No,Travel_Rarely,Research & Development,2,1,Life Sciences,2362,Male,4,Research Scientist,Divorced,44470,1.0,13,0,7.0,4,7,0,7,4.0,1.0,3.0,3,3,09:22:09,11:02:28,10:02:00,15:00:29,17:25:47,16:08:34
35,No,Travel_Rarely,Research & Development,2,3,Medical,2363,Female,2,Sales Executive,Married,21570,1.0,25,0,16.0,1,16,1,10,2.0,1.0,3.0,2,4,09:16:44,10:39:32,10:00:12,16:11:13,18:42:03,17:35:38
28,No,Travel_Rarely,Research & Development,23,3,Life Sciences,2364,Male,3,Manufacturing Director,Divorced,46010,0.0,15,2,6.0,2,5,0,0,2.0,1.0,2.0,3,3,09:11:24,10:57:05,09:59:49,16:23:17,18:35:14,17:25:42
21,No,Travel_Rarely,Research & Development,3,1,Life Sciences,2365,Female,1,Laboratory Technician,Single,170990,1.0,14,1,3.0,2,2,2,2,3.0,4.0,3.0,3,3,09:07:14,10:48:28,09:59:32,16:51:12,18:52:10,17:55:29
18,Yes,Travel_Frequently,Research & Development,3,5,Medical,2366,Male,1,Research Director,Single,24790,,12,1,0.0,2,0,0,0,2.0,4.0,4.0,2,3,09:11:42,10:53:41,09:59:51,17:10:04,19:16:12,18:22:51
47,No,Travel_Rarely,Research & Development,25,4,Medical,2367,Male,2,Research Scientist,Married,148520,3.0,19,3,27.0,3,5,1,0,4.0,3.0,3.0,2,3,09:16:49,10:43:54,09:59:28,14:56:01,17:08:07,16:00:09
39,No,Travel_Rarely,Sales,2,4,Life Sciences,2368,Male,1,Laboratory Technician,Divorced,72640,0.0,17,0,,5,10,0,7,3.0,3.0,3.0,3,3,08:55:19,10:45:19,09:59:55,14:54:32,18:03:40,16:53:35
40,No,Travel_Rarely,Research & Development,22,1,Life Sciences,2369,Male,1,Laboratory Technician,Married,56660,1.0,14,1,18.0,2,18,14,12,1.0,3.0,3.0,3,3,09:17:07,10:44:42,10:01:27,16:34:33,18:30:43,17:33:09
35,No,Non-Travel,Research & Development,29,3,Medical,2370,Female,2,Sales Executive,Married,78230,1.0,13,1,15.0,3,14,2,9,3.0,3.0,3.0,3,3,09:15:39,10:38:30,10:01:20,15:06:09,17:16:45,16:12:51
37,No,Travel_Rarely,Research & Development,29,4,Technical Degree,2371,Male,1,Laboratory Technician,Married,78800,3.0,12,1,9.0,2,4,0,2,3.0,3.0,2.0,4,3,09:15:48,10:48:57,09:59:55,16:40:38,19:22:48,18:01:21
39,No,Travel_Frequently,Research & Development,2,3,Technical Degree,2372,Female,2,Manager,Single,131940,0.0,11,0,10.0,2,9,3,8,1.0,3.0,1.0,3,3,09:06:03,10:36:22,09:58:20,15:23:55,17:52:04,16:37:57
45,No,Travel_Rarely,Research & Development,28,3,Life Sciences,2373,Female,2,Laboratory Technician,Divorced,50670,1.0,11,2,10.0,3,10,3,9,4.0,4.0,3.0,2,3,09:21:23,10:52:32,10:02:13,16:16:30,18:57:59,17:21:49
38,No,Travel_Rarely,Research & Development,2,4,Life Sciences,2374,Female,3,Sales Executive,Married,50790,3.0,11,0,10.0,3,5,0,2,4.0,3.0,4.0,3,3,09:15:59,10:51:01,09:59:40,18:25:07,20:35:24,19:35:42
35,Yes,Travel_Rarely,Research & Development,2,3,Life Sciences,2375,Male,3,Healthcare Representative,Married,23210,9.0,12,1,15.0,0,13,6,0,4.0,1.0,3.0,3,3,09:16:38,10:37:05,09:58:33,14:55:13,17:02:34,15:58:33
37,No,Travel_Rarely,Research & Development,22,3,Life Sciences,2376,Female,2,Healthcare Representative,Married,174440,1.0,14,0,8.0,4,8,7,7,2.0,2.0,1.0,3,3,09:24:54,10:54:45,10:01:50,16:57:33,19:28:20,18:00:59
